,flight-numb,airlines-name,price,depart-airport,arrival-airport,Dep_hour,Dep_min,Arr_hour,Arr_min,Dep_Date,Dep_Month,Dep_Year,Arr_Date,Arr_Month,Arr_Year,flight-time,plane,cabin-baggage(kg),checked-baggage(kg),rank-seat-class,seat-class-type,Total_Stops,Total_Passenger
2545,VN270,Vietnam Airlines,3546000.0,SGN,HAN,23,0,1,20,26,3,2024,27,3,2024,140,Airbus A321,12,23,economy flex ,m,1,1
2546,VJ120,Vietjet Air,1355000.0,SGN,HAN,6,0,8,10,27,3,2024,27,3,2024,130,Airbus A320-100/200,7,0,economy ,z1_eco,1,1
2547,VJ122,Vietjet Air,1355000.0,SGN,HAN,6,30,8,40,27,3,2024,27,3,2024,130,Airbus A321,7,0,economy ,z1_eco,1,1
2548,VJ124,Vietjet Air,1355000.0,SGN,HAN,7,0,9,10,27,3,2024,27,3,2024,130,Airbus A330,7,0,economy ,z1_eco,1,1
2549,VJ128,Vietjet Air,1355000.0,SGN,HAN,8,5,10,15,27,3,2024,27,3,2024,130,Airbus A321,7,0,economy ,z1_eco,1,1
2550,VJ176,Vietjet Air,1355000.0,SGN,HAN,9,30,11,40,27,3,2024,27,3,2024,130,Airbus A320-100/200,7,0,economy ,z1_eco,1,1
2551,VJ130,Vietjet Air,1355000.0,SGN,HAN,10,10,12,20,27,3,2024,27,3,2024,130,Airbus A330,7,0,economy ,z1_eco,1,1
2552,VJ132,Vietjet Air,1355000.0,SGN,HAN,11,25,13,35,27,3,2024,27,3,2024,130,Airbus A320-100/200,7,0,economy ,z1_eco,1,1
2553,VJ134,Vietjet Air,1355000.0,SGN,HAN,12,55,15,5,27,3,2024,27,3,2024,130,Airbus A321,7,0,economy ,z1_eco,1,1
2554,VJ136,Vietjet Air,1355000.0,SGN,HAN,13,20,15,30,27,3,2024,27,3,2024,130,Airbus A330,7,0,economy ,z1_eco,1,1
2555,VJ138,Vietjet Air,1355000.0,SGN,HAN,13,55,16,10,27,3,2024,27,3,2024,135,Airbus A321,7,0,economy ,z1_eco,1,1
2556,VJ140,Vietjet Air,1355000.0,SGN,HAN,14,25,16,35,27,3,2024,27,3,2024,130,Airbus A320-100/200,7,0,economy ,z1_eco,1,1
2557,VJ142,Vietjet Air,1355000.0,SGN,HAN,15,20,17,30,27,3,2024,27,3,2024,130,Airbus A321,7,0,economy ,z1_eco,1,1
2558,VJ144,Vietjet Air,1355000.0,SGN,HAN,15,30,17,40,27,3,2024,27,3,2024,130,Airbus A330,7,0,economy ,z1_eco,1,1
2559,VJ146,Vietjet Air,1355000.0,SGN,HAN,16,0,18,10,27,3,2024,27,3,2024,130,Airbus A321,7,0,economy ,z1_eco,1,1
2560,VJ148,Vietjet Air,1355000.0,SGN,HAN,16,30,18,40,27,3,2024,27,3,2024,130,Airbus A330,7,0,economy ,z1_eco,1,1
2561,VJ150,Vietjet Air,1355000.0,SGN,HAN,17,50,20,10,27,3,2024,27,3,2024,140,Airbus A321,7,0,economy ,z1_eco,1,1
2562,VJ154,Vietjet Air,1355000.0,SGN,HAN,18,50,21,0,27,3,2024,27,3,2024,130,Airbus A321,7,0,economy ,z1_eco,1,1
2563,VJ156,Vietjet Air,1355000.0,SGN,HAN,19,40,21,50,27,3,2024,27,3,2024,130,Airbus A330,7,0,economy ,z1_eco,1,1
2564,VJ158,Vietjet Air,1355000.0,SGN,HAN,21,0,23,10,27,3,2024,27,3,2024,130,Airbus A321,7,0,economy ,z1_eco,1,1
2565,VJ160,Vietjet Air,1355000.0,SGN,HAN,21,40,23,50,27,3,2024,27,3,2024,130,Airbus A321,7,0,economy ,z1_eco,1,1
2566,VJ162,Vietjet Air,1355000.0,SGN,HAN,22,50,1,0,27,3,2024,28,3,2024,130,Airbus A321,7,0,economy ,z1_eco,1,1
2567,VU780,Vietravel Airlines,1428000.0,SGN,HAN,17,45,19,55,27,3,2024,27,3,2024,130,AIRBUS A321,7,0,economy ,k,1,1
2568,VJ198,Vietjet Air,1463000.0,SGN,HAN,5,15,7,25,27,3,2024,27,3,2024,130,Airbus A320-100/200,7,0,economy ,w1_eco,1,1
2569,VJ120,Vietjet Air,1635500.0,SGN,HAN,6,0,8,10,27,3,2024,27,3,2024,130,Airbus A320-100/200,7,20,economy ,z1_dlx,1,1
2570,VJ122,Vietjet Air,1635500.0,SGN,HAN,6,30,8,40,27,3,2024,27,3,2024,130,Airbus A321,7,20,economy ,z1_dlx,1,1
2571,VJ124,Vietjet Air,1635500.0,SGN,HAN,7,0,9,10,27,3,2024,27,3,2024,130,Airbus A330,7,20,economy ,z1_dlx,1,1
2572,VJ128,Vietjet Air,1635500.0,SGN,HAN,8,5,10,15,27,3,2024,27,3,2024,130,Airbus A321,7,20,economy ,z1_dlx,1,1
2573,VJ176,Vietjet Air,1635500.0,SGN,HAN,9,30,11,40,27,3,2024,27,3,2024,130,Airbus A320-100/200,7,20,economy ,z1_dlx,1,1
2574,VJ130,Vietjet Air,1635500.0,SGN,HAN,10,10,12,20,27,3,2024,27,3,2024,130,Airbus A330,7,20,economy ,z1_dlx,1,1
2575,VJ132,Vietjet Air,1635500.0,SGN,HAN,11,25,13,35,27,3,2024,27,3,2024,130,Airbus A320-100/200,7,20,economy ,z1_dlx,1,1
2576,VJ134,Vietjet Air,1635500.0,SGN,HAN,12,55,15,5,27,3,2024,27,3,2024,130,Airbus A321,7,20,economy ,z1_dlx,1,1
2577,VJ136,Vietjet Air,1635500.0,SGN,HAN,13,20,15,30,27,3,2024,27,3,2024,130,Airbus A330,7,20,economy ,z1_dlx,1,1
2578,VJ138,Vietjet Air,1635500.0,SGN,HAN,13,55,16,10,27,3,2024,27,3,2024,135,Airbus A321,7,20,economy ,z1_dlx,1,1
2579,VJ140,Vietjet Air,1635500.0,SGN,HAN,14,25,16,35,27,3,2024,27,3,2024,130,Airbus A320-100/200,7,20,economy ,z1_dlx,1,1
2580,VJ142,Vietjet Air,1635500.0,SGN,HAN,15,20,17,30,27,3,2024,27,3,2024,130,Airbus A321,7,20,economy ,z1_dlx,1,1
2581,VJ144,Vietjet Air,1635500.0,SGN,HAN,15,30,17,40,27,3,2024,27,3,2024,130,Airbus A330,7,20,economy ,z1_dlx,1,1
2582,VJ146,Vietjet Air,1635500.0,SGN,HAN,16,0,18,10,27,3,2024,27,3,2024,130,Airbus A321,7,20,economy ,z1_dlx,1,1
2583,VJ148,Vietjet Air,1635500.0,SGN,HAN,16,30,18,40,27,3,2024,27,3,2024,130,Airbus A330,7,20,economy ,z1_dlx,1,1
2584,VJ150,Vietjet Air,1635500.0,SGN,HAN,17,50,20,10,27,3,2024,27,3,2024,140,Airbus A321,7,20,economy ,z1_dlx,1,1
2585,VJ154,Vietjet Air,1635500.0,SGN,HAN,18,50,21,0,27,3,2024,27,3,2024,130,Airbus A321,7,20,economy ,z1_dlx,1,1
2586,VJ156,Vietjet Air,1635500.0,SGN,HAN,19,40,21,50,27,3,2024,27,3,2024,130,Airbus A330,7,20,economy ,z1_dlx,1,1
2587,VJ158,Vietjet Air,1635500.0,SGN,HAN,21,0,23,10,27,3,2024,27,3,2024,130,Airbus A321,7,20,economy ,z1_dlx,1,1
2588,VJ160,Vietjet Air,1635500.0,SGN,HAN,21,40,23,50,27,3,2024,27,3,2024,130,Airbus A321,7,20,economy ,z1_dlx,1,1
2589,VJ162,Vietjet Air,1635500.0,SGN,HAN,22,50,1,0,27,3,2024,28,3,2024,130,Airbus A321,7,20,economy ,z1_dlx,1,1
2590,VJ198,Vietjet Air,1753500.0,SGN,HAN,5,15,7,25,27,3,2024,27,3,2024,130,Airbus A320-100/200,7,20,economy ,w1_dlx,1,1
2591,VU780,Vietravel Airlines,1903500.0,SGN,HAN,17,45,19,55,27,3,2024,27,3,2024,130,AIRBUS A321,7,0,economy ,n,1,1
2592,VN204,Vietnam Airlines,1922000.0,SGN,HAN,5,0,7,20,27,3,2024,27,3,2024,140,Airbus A321,12,23,economy lite ,t,1,1
2593,VN206,Vietnam Airlines,1922000.0,SGN,HAN,6,0,8,10,27,3,2024,27,3,2024,130,Boeing 787,12,23,economy lite ,t,1,1
2594,VN256,Vietnam Airlines,1922000.0,SGN,HAN,20,45,22,50,27,3,2024,27,3,2024,125,Airbus A350-900,12,23,economy lite ,t,1,1
2595,VN260,Vietnam Airlines,1922000.0,SGN,HAN,21,0,23,20,27,3,2024,27,3,2024,140,Airbus A321,12,23,economy lite ,t,1,1
2596,VN224,Vietnam Airlines,1922000.0,SGN,HAN,22,0,0,15,27,3,2024,28,3,2024,135,Airbus A321,12,23,economy lite ,t,1,1
2597,VN270,Vietnam Airlines,1922000.0,SGN,HAN,23,0,1,20,27,3,2024,28,3,2024,140,Airbus A321,12,23,economy lite ,t,1,1
2598,QH202,Bamboo Airways,2120000.0,SGN,HAN,5,55,8,5,27,3,2024,27,3,2024,130,Airbus A321,7,20,economysmart ,m,1,1
2599,QH204,Bamboo Airways,2120000.0,SGN,HAN,7,20,9,30,27,3,2024,27,3,2024,130,Airbus A320-100/200,7,20,economysmart ,m,1,1
2600,QH224,Bamboo Airways,2120000.0,SGN,HAN,10,40,12,50,27,3,2024,27,3,2024,130,Airbus A321,7,20,economysmart ,m,1,1
2601,QH242,Bamboo Airways,2120000.0,SGN,HAN,13,5,15,15,27,3,2024,27,3,2024,130,Airbus A320-100/200,7,20,economysmart ,m,1,1
2602,QH244,Bamboo Airways,2120000.0,SGN,HAN,18,35,20,45,27,3,2024,27,3,2024,130,Airbus A321,7,20,economysmart ,m,1,1
2603,QH290,Bamboo Airways,2120000.0,SGN,HAN,23,20,1,35,27,3,2024,28,3,2024,135,Airbus A320-100/200,7,20,economysmart ,m,1,1
2604,VN240,Vietnam Airlines,2127000.0,SGN,HAN,7,0,9,20,27,3,2024,27,3,2024,140,Boeing 787,12,23,economy classic ,r,1,1
2605,VN208,Vietnam Airlines,2332000.0,SGN,HAN,8,0,10,10,27,3,2024,27,3,2024,130,Boeing 787,12,23,economy classic ,n,1,1
2606,VN244,Vietnam Airlines,2332000.0,SGN,HAN,9,0,11,20,27,3,2024,27,3,2024,140,Airbus A350-900,12,23,economy classic ,n,1,1
2607,VN210,Vietnam Airlines,2332000.0,SGN,HAN,10,0,12,10,27,3,2024,27,3,2024,130,Boeing 787,12,23,economy classic ,n,1,1
2608,VN246,Vietnam Airlines,2332000.0,SGN,HAN,11,0,13,15,27,3,2024,27,3,2024,135,Airbus A350-900,12,23,economy classic ,n,1,1
2609,VN212,Vietnam Airlines,2332000.0,SGN,HAN,12,0,14,10,27,3,2024,27,3,2024,130,Boeing 787,12,23,economy classic ,n,1,1
2610,VN248,Vietnam Airlines,2332000.0,SGN,HAN,13,0,15,10,27,3,2024,27,3,2024,130,Boeing 787,12,23,economy classic ,n,1,1
2611,VN214,Vietnam Airlines,2332000.0,SGN,HAN,14,0,16,15,27,3,2024,27,3,2024,135,Boeing 787,12,23,economy classic ,n,1,1
2612,VN250,Vietnam Airlines,2332000.0,SGN,HAN,15,0,17,10,27,3,2024,27,3,2024,130,Airbus A350-900,12,23,economy classic ,n,1,1
2613,VN216,Vietnam Airlines,2332000.0,SGN,HAN,16,0,18,10,27,3,2024,27,3,2024,130,Boeing 787,12,23,economy classic ,n,1,1
2614,VN252,Vietnam Airlines,2332000.0,SGN,HAN,16,40,19,10,27,3,2024,27,3,2024,150,Boeing 787,12,23,economy classic ,n,1,1
2615,VN254,Vietnam Airlines,2332000.0,SGN,HAN,17,0,19,10,27,3,2024,27,3,2024,130,Airbus A350-900,12,23,economy classic ,n,1,1
2616,VN258,Vietnam Airlines,2332000.0,SGN,HAN,19,0,21,15,27,3,2024,27,3,2024,135,Boeing 787,12,23,economy classic ,n,1,1
2617,VN262,Vietnam Airlines,2332000.0,SGN,HAN,19,30,21,45,27,3,2024,27,3,2024,135,Boeing 787,12,23,economy classic ,n,1,1
2618,VN220,Vietnam Airlines,2332000.0,SGN,HAN,20,0,22,15,27,3,2024,27,3,2024,135,Boeing 787,12,23,economy classic ,n,1,1
2619,QH202,Bamboo Airways,2411000.0,SGN,HAN,5,55,8,5,27,3,2024,27,3,2024,130,Airbus A321,7,20,economyflex ,m,1,1
2620,QH204,Bamboo Airways,2411000.0,SGN,HAN,7,20,9,30,27,3,2024,27,3,2024,130,Airbus A320-100/200,7,20,economyflex ,m,1,1
2621,QH224,Bamboo Airways,2411000.0,SGN,HAN,10,40,12,50,27,3,2024,27,3,2024,130,Airbus A321,7,20,economyflex ,m,1,1
2622,QH242,Bamboo Airways,2411000.0,SGN,HAN,13,5,15,15,27,3,2024,27,3,2024,130,Airbus A320-100/200,7,20,economyflex ,m,1,1
2623,QH244,Bamboo Airways,2411000.0,SGN,HAN,18,35,20,45,27,3,2024,27,3,2024,130,Airbus A321,7,20,economyflex ,m,1,1
2624,QH290,Bamboo Airways,2411000.0,SGN,HAN,23,20,1,35,27,3,2024,28,3,2024,135,Airbus A320-100/200,7,20,economyflex ,m,1,1
2625,VN218,Vietnam Airlines,2516000.0,SGN,HAN,18,0,20,15,27,3,2024,27,3,2024,135,Boeing 787,12,23,economy classic ,q,1,1
2626,VN204,Vietnam Airlines,2706000.0,SGN,HAN,5,0,7,20,27,3,2024,27,3,2024,140,Airbus A321,12,23,economy classic ,l,1,1
2627,VN206,Vietnam Airlines,2706000.0,SGN,HAN,6,0,8,10,27,3,2024,27,3,2024,130,Boeing 787,12,23,economy classic ,l,1,1
2628,VN240,Vietnam Airlines,2706000.0,SGN,HAN,7,0,9,20,27,3,2024,27,3,2024,140,Boeing 787,12,23,economy classic ,l,1,1
2629,VN208,Vietnam Airlines,2706000.0,SGN,HAN,8,0,10,10,27,3,2024,27,3,2024,130,Boeing 787,12,23,economy classic ,l,1,1
2630,VN244,Vietnam Airlines,2706000.0,SGN,HAN,9,0,11,20,27,3,2024,27,3,2024,140,Airbus A350-900,12,23,economy classic ,l,1,1
2631,VN210,Vietnam Airlines,2706000.0,SGN,HAN,10,0,12,10,27,3,2024,27,3,2024,130,Boeing 787,12,23,economy classic ,l,1,1
2632,VN246,Vietnam Airlines,2706000.0,SGN,HAN,11,0,13,15,27,3,2024,27,3,2024,135,Airbus A350-900,12,23,economy classic ,l,1,1
2633,VN212,Vietnam Airlines,2706000.0,SGN,HAN,12,0,14,10,27,3,2024,27,3,2024,130,Boeing 787,12,23,economy classic ,l,1,1
2634,VN248,Vietnam Airlines,2706000.0,SGN,HAN,13,0,15,10,27,3,2024,27,3,2024,130,Boeing 787,12,23,economy classic ,l,1,1
2635,VN214,Vietnam Airlines,2706000.0,SGN,HAN,14,0,16,15,27,3,2024,27,3,2024,135,Boeing 787,12,23,economy classic ,l,1,1
2636,VN250,Vietnam Airlines,2706000.0,SGN,HAN,15,0,17,10,27,3,2024,27,3,2024,130,Airbus A350-900,12,23,economy classic ,l,1,1
2637,VN216,Vietnam Airlines,2706000.0,SGN,HAN,16,0,18,10,27,3,2024,27,3,2024,130,Boeing 787,12,23,economy classic ,l,1,1
2638,VN252,Vietnam Airlines,2706000.0,SGN,HAN,16,40,19,10,27,3,2024,27,3,2024,150,Boeing 787,12,23,economy classic ,l,1,1
2639,VN254,Vietnam Airlines,2706000.0,SGN,HAN,17,0,19,10,27,3,2024,27,3,2024,130,Airbus A350-900,12,23,economy classic ,l,1,1
2640,VN218,Vietnam Airlines,2706000.0,SGN,HAN,18,0,20,15,27,3,2024,27,3,2024,135,Boeing 787,12,23,economy classic ,l,1,1
2641,VN258,Vietnam Airlines,2706000.0,SGN,HAN,19,0,21,15,27,3,2024,27,3,2024,135,Boeing 787,12,23,economy classic ,l,1,1
2642,VN262,Vietnam Airlines,2706000.0,SGN,HAN,19,30,21,45,27,3,2024,27,3,2024,135,Boeing 787,12,23,economy classic ,l,1,1
2643,VN220,Vietnam Airlines,2706000.0,SGN,HAN,20,0,22,15,27,3,2024,27,3,2024,135,Boeing 787,12,23,economy classic ,l,1,1
2644,VN256,Vietnam Airlines,2706000.0,SGN,HAN,20,45,22,50,27,3,2024,27,3,2024,125,Airbus A350-900,12,23,economy classic ,l,1,1
2645,VN260,Vietnam Airlines,2706000.0,SGN,HAN,21,0,23,20,27,3,2024,27,3,2024,140,Airbus A321,12,23,economy classic ,l,1,1
2646,VN224,Vietnam Airlines,2706000.0,SGN,HAN,22,0,0,15,27,3,2024,28,3,2024,135,Airbus A321,12,23,economy classic ,l,1,1
2647,VN270,Vietnam Airlines,2706000.0,SGN,HAN,23,0,1,20,27,3,2024,28,3,2024,140,Airbus A321,12,23,economy classic ,l,1,1
2648,VN204,Vietnam Airlines,3546000.0,SGN,HAN,5,0,7,20,27,3,2024,27,3,2024,140,Airbus A321,12,23,economy flex ,m,1,1
2649,VN206,Vietnam Airlines,3546000.0,SGN,HAN,6,0,8,10,27,3,2024,27,3,2024,130,Boeing 787,12,23,economy flex ,m,1,1
2650,VN6000,Vietnam Airlines,3546000.0,SGN,HAN,6,15,8,25,27,3,2024,27,3,2024,130,Airbus A320-100/200,7,23,economy flex ,m,1,1
2651,VN240,Vietnam Airlines,3546000.0,SGN,HAN,7,0,9,20,27,3,2024,27,3,2024,140,Boeing 787,12,23,economy flex ,m,1,1
2652,VN6006,Vietnam Airlines,3546000.0,SGN,HAN,7,10,9,5,27,3,2024,27,3,2024,115,Airbus A320-100/200,7,23,economy flex ,m,1,1
2653,VN208,Vietnam Airlines,3546000.0,SGN,HAN,8,0,10,10,27,3,2024,27,3,2024,130,Boeing 787,12,23,economy flex ,m,1,1
2654,VN244,Vietnam Airlines,3546000.0,SGN,HAN,9,0,11,20,27,3,2024,27,3,2024,140,Airbus A350-900,12,23,economy flex ,m,1,1
2655,VN6032,Vietnam Airlines,3546000.0,SGN,HAN,9,15,11,25,27,3,2024,27,3,2024,130,Airbus A320-100/200,7,23,economy flex ,m,1,1
2656,VN210,Vietnam Airlines,3546000.0,SGN,HAN,10,0,12,10,27,3,2024,27,3,2024,130,Boeing 787,12,23,economy flex ,m,1,1
2657,VN6010,Vietnam Airlines,3546000.0,SGN,HAN,10,35,12,50,27,3,2024,27,3,2024,135,Airbus A320-100/200,7,23,economy flex ,m,1,1
2658,VN246,Vietnam Airlines,3546000.0,SGN,HAN,11,0,13,15,27,3,2024,27,3,2024,135,Airbus A350-900,12,23,economy flex ,m,1,1
2659,VN212,Vietnam Airlines,3546000.0,SGN,HAN,12,0,14,10,27,3,2024,27,3,2024,130,Boeing 787,12,23,economy flex ,m,1,1
2660,VN6012,Vietnam Airlines,3546000.0,SGN,HAN,12,50,14,55,27,3,2024,27,3,2024,125,Airbus A320-100/200,7,23,economy flex ,m,1,1
2661,VN248,Vietnam Airlines,3546000.0,SGN,HAN,13,0,15,10,27,3,2024,27,3,2024,130,Boeing 787,12,23,economy flex ,m,1,1
2662,VN214,Vietnam Airlines,3546000.0,SGN,HAN,14,0,16,15,27,3,2024,27,3,2024,135,Boeing 787,12,23,economy flex ,m,1,1
2663,VN250,Vietnam Airlines,3546000.0,SGN,HAN,15,0,17,10,27,3,2024,27,3,2024,130,Airbus A350-900,12,23,economy flex ,m,1,1
2664,VN6038,Vietnam Airlines,3546000.0,SGN,HAN,15,35,17,45,27,3,2024,27,3,2024,130,Airbus A320-100/200,7,23,economy flex ,m,1,1
2665,VN216,Vietnam Airlines,3546000.0,SGN,HAN,16,0,18,10,27,3,2024,27,3,2024,130,Boeing 787,12,23,economy flex ,m,1,1
2666,VN252,Vietnam Airlines,3546000.0,SGN,HAN,16,40,19,10,27,3,2024,27,3,2024,150,Boeing 787,12,23,economy flex ,m,1,1
2667,VN254,Vietnam Airlines,3546000.0,SGN,HAN,17,0,19,10,27,3,2024,27,3,2024,130,Airbus A350-900,12,23,economy flex ,m,1,1
2668,VN218,Vietnam Airlines,3546000.0,SGN,HAN,18,0,20,15,27,3,2024,27,3,2024,135,Boeing 787,12,23,economy flex ,m,1,1
2669,VN6040,Vietnam Airlines,3546000.0,SGN,HAN,18,45,21,0,27,3,2024,27,3,2024,135,Airbus A320-100/200,7,23,economy flex ,m,1,1
2670,VN258,Vietnam Airlines,3546000.0,SGN,HAN,19,0,21,15,27,3,2024,27,3,2024,135,Boeing 787,12,23,economy flex ,m,1,1
2671,VN262,Vietnam Airlines,3546000.0,SGN,HAN,19,30,21,45,27,3,2024,27,3,2024,135,Boeing 787,12,23,economy flex ,m,1,1
2672,VN220,Vietnam Airlines,3546000.0,SGN,HAN,20,0,22,15,27,3,2024,27,3,2024,135,Boeing 787,12,23,economy flex ,m,1,1
2673,VN6020,Vietnam Airlines,3546000.0,SGN,HAN,20,25,22,35,27,3,2024,27,3,2024,130,Airbus A320-100/200,7,23,economy flex ,m,1,1
2674,VN256,Vietnam Airlines,3546000.0,SGN,HAN,20,45,22,50,27,3,2024,27,3,2024,125,Airbus A350-900,12,23,economy flex ,m,1,1
2675,VN260,Vietnam Airlines,3546000.0,SGN,HAN,21,0,23,20,27,3,2024,27,3,2024,140,Airbus A321,12,23,economy flex ,m,1,1
2676,VN224,Vietnam Airlines,3546000.0,SGN,HAN,22,0,0,15,27,3,2024,28,3,2024,135,Airbus A321,12,23,economy flex ,m,1,1
2677,VN270,Vietnam Airlines,3546000.0,SGN,HAN,23,0,1,20,27,3,2024,28,3,2024,140,Airbus A321,12,23,economy flex ,m,1,1
2678,VJ198,Vietjet Air,4605500.0,SGN,HAN,5,15,7,25,27,3,2024,27,3,2024,130,Airbus A320-100/200,10,30,economy ,v_sboss,1,1
2679,VJ120,Vietjet Air,4605500.0,SGN,HAN,6,0,8,10,27,3,2024,27,3,2024,130,Airbus A320-100/200,10,30,economy ,v_sboss,1,1
2680,VJ122,Vietjet Air,4605500.0,SGN,HAN,6,30,8,40,27,3,2024,27,3,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
2681,VJ124,Vietjet Air,4605500.0,SGN,HAN,7,0,9,10,27,3,2024,27,3,2024,130,Airbus A330,10,30,economy ,v_sboss,1,1
2682,VJ128,Vietjet Air,4605500.0,SGN,HAN,8,5,10,15,27,3,2024,27,3,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
2683,VJ176,Vietjet Air,4605500.0,SGN,HAN,9,30,11,40,27,3,2024,27,3,2024,130,Airbus A320-100/200,10,30,economy ,v_sboss,1,1
2684,VJ130,Vietjet Air,4605500.0,SGN,HAN,10,10,12,20,27,3,2024,27,3,2024,130,Airbus A330,10,30,economy ,v_sboss,1,1
2685,VJ132,Vietjet Air,4605500.0,SGN,HAN,11,25,13,35,27,3,2024,27,3,2024,130,Airbus A320-100/200,10,30,economy ,v_sboss,1,1
2686,VJ134,Vietjet Air,4605500.0,SGN,HAN,12,55,15,5,27,3,2024,27,3,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
2687,VJ136,Vietjet Air,4605500.0,SGN,HAN,13,20,15,30,27,3,2024,27,3,2024,130,Airbus A330,10,30,economy ,v_sboss,1,1
2688,VJ138,Vietjet Air,4605500.0,SGN,HAN,13,55,16,10,27,3,2024,27,3,2024,135,Airbus A321,10,30,economy ,v_sboss,1,1
2689,VJ140,Vietjet Air,4605500.0,SGN,HAN,14,25,16,35,27,3,2024,27,3,2024,130,Airbus A320-100/200,10,30,economy ,v_sboss,1,1
2690,VJ142,Vietjet Air,4605500.0,SGN,HAN,15,20,17,30,27,3,2024,27,3,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
2691,VJ144,Vietjet Air,4605500.0,SGN,HAN,15,30,17,40,27,3,2024,27,3,2024,130,Airbus A330,10,30,economy ,v_sboss,1,1
2692,VJ146,Vietjet Air,4605500.0,SGN,HAN,16,0,18,10,27,3,2024,27,3,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
2693,VJ148,Vietjet Air,4605500.0,SGN,HAN,16,30,18,40,27,3,2024,27,3,2024,130,Airbus A330,10,30,economy ,v_sboss,1,1
2694,VJ150,Vietjet Air,4605500.0,SGN,HAN,17,50,20,10,27,3,2024,27,3,2024,140,Airbus A321,10,30,economy ,v_sboss,1,1
2695,VJ154,Vietjet Air,4605500.0,SGN,HAN,18,50,21,0,27,3,2024,27,3,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
2696,VJ156,Vietjet Air,4605500.0,SGN,HAN,19,40,21,50,27,3,2024,27,3,2024,130,Airbus A330,10,30,economy ,v_sboss,1,1
2697,VJ158,Vietjet Air,4605500.0,SGN,HAN,21,0,23,10,27,3,2024,27,3,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
2698,VJ160,Vietjet Air,4605500.0,SGN,HAN,21,40,23,50,27,3,2024,27,3,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
2699,VJ162,Vietjet Air,4605500.0,SGN,HAN,22,50,1,0,27,3,2024,28,3,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
2700,VJ198,Vietjet Air,1355000.0,SGN,HAN,5,15,7,25,28,3,2024,28,3,2024,130,Airbus A320-100/200,7,0,economy ,z1_eco,1,1
2701,VJ120,Vietjet Air,1355000.0,SGN,HAN,6,0,8,10,28,3,2024,28,3,2024,130,Airbus A320-100/200,7,0,economy ,z1_eco,1,1
2702,VJ122,Vietjet Air,1355000.0,SGN,HAN,6,30,8,40,28,3,2024,28,3,2024,130,Airbus A321,7,0,economy ,z1_eco,1,1
2703,VJ124,Vietjet Air,1355000.0,SGN,HAN,7,0,9,10,28,3,2024,28,3,2024,130,Airbus A330,7,0,economy ,z1_eco,1,1
2704,VJ176,Vietjet Air,1355000.0,SGN,HAN,9,30,11,40,28,3,2024,28,3,2024,130,Airbus A320-100/200,7,0,economy ,z1_eco,1,1
2705,VJ130,Vietjet Air,1355000.0,SGN,HAN,10,10,12,20,28,3,2024,28,3,2024,130,Airbus A321,7,0,economy ,z1_eco,1,1
2706,VJ132,Vietjet Air,1355000.0,SGN,HAN,11,25,13,35,28,3,2024,28,3,2024,130,Airbus A320-100/200,7,0,economy ,z1_eco,1,1
2707,VJ134,Vietjet Air,1355000.0,SGN,HAN,12,55,15,5,28,3,2024,28,3,2024,130,Airbus A321,7,0,economy ,z1_eco,1,1
2708,VJ136,Vietjet Air,1355000.0,SGN,HAN,13,20,15,30,28,3,2024,28,3,2024,130,Airbus A330,7,0,economy ,z1_eco,1,1
2709,VJ138,Vietjet Air,1355000.0,SGN,HAN,13,55,16,10,28,3,2024,28,3,2024,135,Airbus A321,7,0,economy ,z1_eco,1,1
2710,VJ140,Vietjet Air,1355000.0,SGN,HAN,14,25,16,35,28,3,2024,28,3,2024,130,Airbus A320-100/200,7,0,economy ,z1_eco,1,1
2711,VJ142,Vietjet Air,1355000.0,SGN,HAN,15,20,17,30,28,3,2024,28,3,2024,130,Airbus A321,7,0,economy ,z1_eco,1,1
2712,VJ144,Vietjet Air,1355000.0,SGN,HAN,15,30,17,40,28,3,2024,28,3,2024,130,Airbus A330,7,0,economy ,z1_eco,1,1
2713,VJ146,Vietjet Air,1355000.0,SGN,HAN,16,0,18,10,28,3,2024,28,3,2024,130,Airbus A321,7,0,economy ,z1_eco,1,1
2714,VJ148,Vietjet Air,1355000.0,SGN,HAN,16,30,18,40,28,3,2024,28,3,2024,130,Airbus A321,7,0,economy ,z1_eco,1,1
2715,VJ150,Vietjet Air,1355000.0,SGN,HAN,17,50,20,10,28,3,2024,28,3,2024,140,Airbus A321,7,0,economy ,z1_eco,1,1
2716,VJ154,Vietjet Air,1355000.0,SGN,HAN,18,50,21,0,28,3,2024,28,3,2024,130,Airbus A321,7,0,economy ,z1_eco,1,1
2717,VJ156,Vietjet Air,1355000.0,SGN,HAN,19,40,21,50,28,3,2024,28,3,2024,130,Airbus A330,7,0,economy ,z1_eco,1,1
2718,VJ158,Vietjet Air,1355000.0,SGN,HAN,21,0,23,10,28,3,2024,28,3,2024,130,Airbus A321,7,0,economy ,z1_eco,1,1
