,flight-numb,airlines-name,price,depart-airport,arrival-airport,Dep_hour,Dep_min,Arr_hour,Arr_min,Dep_Date,Dep_Month,Dep_Year,Arr_Date,Arr_Month,Arr_Year,flight-time,plane,cabin-baggage(kg),checked-baggage(kg),rank-seat-class,seat-class-type,Total_Stops,Total_Passenger
0,VJ198,Vietjet Air,1959500.0,SGN,HAN,5,15,7,25,1,1,2024,1,1,2024,130,Airbus A320-100/200,7,0,economy ,b1_eco,1,1
1,VJ120,Vietjet Air,1959500.0,SGN,HAN,6,0,8,10,1,1,2024,1,1,2024,130,Airbus A320-100/200,7,0,economy ,b1_eco,1,1
2,VJ122,Vietjet Air,1959500.0,SGN,HAN,6,30,8,40,1,1,2024,1,1,2024,130,Airbus A321,7,0,economy ,b1_eco,1,1
3,VJ124,Vietjet Air,1959500.0,SGN,HAN,7,0,9,10,1,1,2024,1,1,2024,130,Airbus A330,7,0,economy ,b1_eco,1,1
4,VJ128,Vietjet Air,1959500.0,SGN,HAN,8,5,10,15,1,1,2024,1,1,2024,130,Airbus A321,7,0,economy ,b1_eco,1,1
5,VJ176,Vietjet Air,1959500.0,SGN,HAN,9,30,11,40,1,1,2024,1,1,2024,130,Airbus A320-100/200,7,0,economy ,b1_eco,1,1
6,VJ130,Vietjet Air,1959500.0,SGN,HAN,10,10,12,20,1,1,2024,1,1,2024,130,Airbus A321,7,0,economy ,b1_eco,1,1
7,VJ132,Vietjet Air,1959500.0,SGN,HAN,11,25,13,35,1,1,2024,1,1,2024,130,Airbus A320-100/200,7,0,economy ,b1_eco,1,1
8,VJ136,Vietjet Air,1959500.0,SGN,HAN,13,20,15,30,1,1,2024,1,1,2024,130,Airbus A330,7,0,economy ,b1_eco,1,1
9,VJ138,Vietjet Air,1959500.0,SGN,HAN,13,55,16,10,1,1,2024,1,1,2024,135,Airbus A321,7,0,economy ,b1_eco,1,1
10,VJ142,Vietjet Air,1959500.0,SGN,HAN,15,20,17,30,1,1,2024,1,1,2024,130,Airbus A321,7,0,economy ,b1_eco,1,1
11,VJ146,Vietjet Air,1959500.0,SGN,HAN,16,0,18,10,1,1,2024,1,1,2024,130,Airbus A321,7,0,economy ,b1_eco,1,1
12,VJ148,Vietjet Air,1959500.0,SGN,HAN,16,30,18,40,1,1,2024,1,1,2024,130,Airbus A321,7,0,economy ,b1_eco,1,1
13,VJ150,Vietjet Air,1959500.0,SGN,HAN,17,50,20,10,1,1,2024,1,1,2024,140,Airbus A321,7,0,economy ,b1_eco,1,1
14,VJ154,Vietjet Air,1959500.0,SGN,HAN,18,50,21,0,1,1,2024,1,1,2024,130,Airbus A321,7,0,economy ,b1_eco,1,1
15,VJ156,Vietjet Air,1959500.0,SGN,HAN,19,40,21,50,1,1,2024,1,1,2024,130,Airbus A330,7,0,economy ,b1_eco,1,1
16,VJ158,Vietjet Air,1959500.0,SGN,HAN,21,0,23,10,1,1,2024,1,1,2024,130,Airbus A321,7,0,economy ,b1_eco,1,1
17,VJ160,Vietjet Air,1959500.0,SGN,HAN,21,40,23,50,1,1,2024,1,1,2024,130,Airbus A321,7,0,economy ,b1_eco,1,1
18,VJ162,Vietjet Air,1959500.0,SGN,HAN,22,50,1,0,1,1,2024,2,1,2024,130,Airbus A321,7,0,economy ,b1_eco,1,1
19,QH202,Bamboo Airways,1969000.0,SGN,HAN,5,55,8,5,1,1,2024,1,1,2024,130,Airbus A321,7,20,economysmart ,n,1,1
20,QH290,Bamboo Airways,1969000.0,SGN,HAN,23,20,1,35,1,1,2024,2,1,2024,135,Airbus A320-100/200,7,20,economysmart ,n,1,1
21,VU780,Vietravel Airlines,2076000.0,SGN,HAN,17,45,19,55,1,1,2024,1,1,2024,130,AIRBUS A321,7,0,economy ,o,1,1
22,VJ134,Vietjet Air,2111000.0,SGN,HAN,12,55,15,5,1,1,2024,1,1,2024,130,Airbus A321,7,0,economy ,h1_eco,1,1
23,VJ140,Vietjet Air,2111000.0,SGN,HAN,14,25,16,35,1,1,2024,1,1,2024,130,Airbus A320-100/200,7,0,economy ,h1_eco,1,1
24,VJ144,Vietjet Air,2111000.0,SGN,HAN,15,30,17,40,1,1,2024,1,1,2024,130,Airbus A321,7,0,economy ,h1_eco,1,1
25,VN204,Vietnam Airlines,2127000.0,SGN,HAN,5,0,7,20,1,1,2024,1,1,2024,140,Airbus A321,12,23,economy classic ,r,1,1
26,VN206,Vietnam Airlines,2127000.0,SGN,HAN,6,0,8,10,1,1,2024,1,1,2024,130,Boeing 787,12,23,economy classic ,r,1,1
27,VN240,Vietnam Airlines,2127000.0,SGN,HAN,7,0,9,20,1,1,2024,1,1,2024,140,Airbus A350-900,12,23,economy classic ,r,1,1
28,VN270,Vietnam Airlines,2127000.0,SGN,HAN,23,0,1,20,1,1,2024,2,1,2024,140,Airbus A321,12,23,economy classic ,r,1,1
29,QH204,Bamboo Airways,2228000.0,SGN,HAN,7,20,9,30,1,1,2024,1,1,2024,130,Airbus A320-100/200,7,20,economysmart ,l,1,1
30,QH224,Bamboo Airways,2228000.0,SGN,HAN,10,40,12,50,1,1,2024,1,1,2024,130,Airbus A321,7,20,economysmart ,l,1,1
31,QH242,Bamboo Airways,2228000.0,SGN,HAN,13,5,15,15,1,1,2024,1,1,2024,130,Airbus A320-100/200,7,20,economysmart ,l,1,1
32,QH202,Bamboo Airways,2260000.0,SGN,HAN,5,55,8,5,1,1,2024,1,1,2024,130,Airbus A321,7,20,economyflex ,n,1,1
33,QH290,Bamboo Airways,2260000.0,SGN,HAN,23,20,1,35,1,1,2024,2,1,2024,135,Airbus A320-100/200,7,20,economyflex ,n,1,1
34,VJ198,Vietjet Air,2294500.0,SGN,HAN,5,15,7,25,1,1,2024,1,1,2024,130,Airbus A320-100/200,7,20,economy ,b1_dlx,1,1
35,VJ120,Vietjet Air,2294500.0,SGN,HAN,6,0,8,10,1,1,2024,1,1,2024,130,Airbus A320-100/200,7,20,economy ,b1_dlx,1,1
36,VJ122,Vietjet Air,2294500.0,SGN,HAN,6,30,8,40,1,1,2024,1,1,2024,130,Airbus A321,7,20,economy ,b1_dlx,1,1
37,VJ124,Vietjet Air,2294500.0,SGN,HAN,7,0,9,10,1,1,2024,1,1,2024,130,Airbus A330,7,20,economy ,b1_dlx,1,1
38,VJ128,Vietjet Air,2294500.0,SGN,HAN,8,5,10,15,1,1,2024,1,1,2024,130,Airbus A321,7,20,economy ,b1_dlx,1,1
39,VJ176,Vietjet Air,2294500.0,SGN,HAN,9,30,11,40,1,1,2024,1,1,2024,130,Airbus A320-100/200,7,20,economy ,b1_dlx,1,1
40,VJ130,Vietjet Air,2294500.0,SGN,HAN,10,10,12,20,1,1,2024,1,1,2024,130,Airbus A321,7,20,economy ,b1_dlx,1,1
41,VJ132,Vietjet Air,2294500.0,SGN,HAN,11,25,13,35,1,1,2024,1,1,2024,130,Airbus A320-100/200,7,20,economy ,b1_dlx,1,1
42,VJ136,Vietjet Air,2294500.0,SGN,HAN,13,20,15,30,1,1,2024,1,1,2024,130,Airbus A330,7,20,economy ,b1_dlx,1,1
43,VJ138,Vietjet Air,2294500.0,SGN,HAN,13,55,16,10,1,1,2024,1,1,2024,135,Airbus A321,7,20,economy ,b1_dlx,1,1
44,VJ142,Vietjet Air,2294500.0,SGN,HAN,15,20,17,30,1,1,2024,1,1,2024,130,Airbus A321,7,20,economy ,b1_dlx,1,1
45,VJ146,Vietjet Air,2294500.0,SGN,HAN,16,0,18,10,1,1,2024,1,1,2024,130,Airbus A321,7,20,economy ,b1_dlx,1,1
46,VJ148,Vietjet Air,2294500.0,SGN,HAN,16,30,18,40,1,1,2024,1,1,2024,130,Airbus A321,7,20,economy ,b1_dlx,1,1
47,VJ150,Vietjet Air,2294500.0,SGN,HAN,17,50,20,10,1,1,2024,1,1,2024,140,Airbus A321,7,20,economy ,b1_dlx,1,1
48,VJ154,Vietjet Air,2294500.0,SGN,HAN,18,50,21,0,1,1,2024,1,1,2024,130,Airbus A321,7,20,economy ,b1_dlx,1,1
49,VJ156,Vietjet Air,2294500.0,SGN,HAN,19,40,21,50,1,1,2024,1,1,2024,130,Airbus A330,7,20,economy ,b1_dlx,1,1
50,VJ158,Vietjet Air,2294500.0,SGN,HAN,21,0,23,10,1,1,2024,1,1,2024,130,Airbus A321,7,20,economy ,b1_dlx,1,1
51,VJ160,Vietjet Air,2294500.0,SGN,HAN,21,40,23,50,1,1,2024,1,1,2024,130,Airbus A321,7,20,economy ,b1_dlx,1,1
52,VJ162,Vietjet Air,2294500.0,SGN,HAN,22,50,1,0,1,1,2024,2,1,2024,130,Airbus A321,7,20,economy ,b1_dlx,1,1
53,VN208,Vietnam Airlines,2332000.0,SGN,HAN,8,0,10,10,1,1,2024,1,1,2024,130,Boeing 787,12,23,economy classic ,n,1,1
54,VN212,Vietnam Airlines,2332000.0,SGN,HAN,12,0,14,10,1,1,2024,1,1,2024,130,Boeing 787,12,23,economy classic ,n,1,1
55,VN252,Vietnam Airlines,2332000.0,SGN,HAN,16,40,19,10,1,1,2024,1,1,2024,150,Boeing 787,12,23,economy classic ,n,1,1
56,VN262,Vietnam Airlines,2332000.0,SGN,HAN,19,30,21,45,1,1,2024,1,1,2024,135,Boeing 787,12,23,economy classic ,n,1,1
57,VN220,Vietnam Airlines,2332000.0,SGN,HAN,20,0,22,15,1,1,2024,1,1,2024,135,Boeing 787,12,23,economy classic ,n,1,1
58,VN256,Vietnam Airlines,2332000.0,SGN,HAN,20,45,22,50,1,1,2024,1,1,2024,125,Airbus A350-900,12,23,economy classic ,n,1,1
59,VN260,Vietnam Airlines,2332000.0,SGN,HAN,21,0,23,20,1,1,2024,1,1,2024,140,Airbus A321,12,23,economy classic ,n,1,1
60,VN224,Vietnam Airlines,2332000.0,SGN,HAN,22,0,0,15,1,1,2024,2,1,2024,135,Airbus A321,12,23,economy classic ,n,1,1
61,VJ134,Vietjet Air,2455500.0,SGN,HAN,12,55,15,5,1,1,2024,1,1,2024,130,Airbus A321,7,20,economy ,h1_dlx,1,1
62,VJ140,Vietjet Air,2455500.0,SGN,HAN,14,25,16,35,1,1,2024,1,1,2024,130,Airbus A320-100/200,7,20,economy ,h1_dlx,1,1
63,VJ144,Vietjet Air,2455500.0,SGN,HAN,15,30,17,40,1,1,2024,1,1,2024,130,Airbus A321,7,20,economy ,h1_dlx,1,1
64,QH254,Bamboo Airways,2509000.0,SGN,HAN,14,20,16,30,1,1,2024,1,1,2024,130,Airbus A320-100/200,7,20,economysmart ,k,1,1
65,VN244,Vietnam Airlines,2516000.0,SGN,HAN,9,0,11,20,1,1,2024,1,1,2024,140,Boeing 787,12,23,economy classic ,q,1,1
66,VN210,Vietnam Airlines,2516000.0,SGN,HAN,10,0,12,10,1,1,2024,1,1,2024,130,Boeing 787,12,23,economy classic ,q,1,1
67,VN246,Vietnam Airlines,2516000.0,SGN,HAN,11,0,13,15,1,1,2024,1,1,2024,135,Airbus A350-900,12,23,economy classic ,q,1,1
68,VN248,Vietnam Airlines,2516000.0,SGN,HAN,13,0,15,10,1,1,2024,1,1,2024,130,Airbus A350-900,12,23,economy classic ,q,1,1
69,VN214,Vietnam Airlines,2516000.0,SGN,HAN,14,0,16,15,1,1,2024,1,1,2024,135,Boeing 787,12,23,economy classic ,q,1,1
70,VN216,Vietnam Airlines,2516000.0,SGN,HAN,16,0,18,10,1,1,2024,1,1,2024,130,Boeing 787,12,23,economy classic ,q,1,1
71,VN254,Vietnam Airlines,2516000.0,SGN,HAN,17,0,19,10,1,1,2024,1,1,2024,130,Airbus A350-900,12,23,economy classic ,q,1,1
72,VN218,Vietnam Airlines,2516000.0,SGN,HAN,18,0,20,15,1,1,2024,1,1,2024,135,Boeing 787,12,23,economy classic ,q,1,1
73,VN258,Vietnam Airlines,2516000.0,SGN,HAN,19,0,21,15,1,1,2024,1,1,2024,135,Airbus A350-900,12,23,economy classic ,q,1,1
74,QH204,Bamboo Airways,2519000.0,SGN,HAN,7,20,9,30,1,1,2024,1,1,2024,130,Airbus A320-100/200,7,20,economyflex ,l,1,1
75,QH224,Bamboo Airways,2519000.0,SGN,HAN,10,40,12,50,1,1,2024,1,1,2024,130,Airbus A321,7,20,economyflex ,l,1,1
76,QH242,Bamboo Airways,2519000.0,SGN,HAN,13,5,15,15,1,1,2024,1,1,2024,130,Airbus A320-100/200,7,20,economyflex ,l,1,1
77,VN6000,Vietnam Airlines,2555000.0,SGN,HAN,6,15,8,25,1,1,2024,1,1,2024,130,Airbus A320-100/200,7,23,economy classic ,k,1,1
78,VN6040,Vietnam Airlines,2555000.0,SGN,HAN,18,45,21,0,1,1,2024,1,1,2024,135,Airbus A320-100/200,7,23,economy classic ,k,1,1
79,VN204,Vietnam Airlines,2706000.0,SGN,HAN,5,0,7,20,1,1,2024,1,1,2024,140,Airbus A321,12,23,economy classic ,l,1,1
80,VN206,Vietnam Airlines,2706000.0,SGN,HAN,6,0,8,10,1,1,2024,1,1,2024,130,Boeing 787,12,23,economy classic ,l,1,1
81,VN240,Vietnam Airlines,2706000.0,SGN,HAN,7,0,9,20,1,1,2024,1,1,2024,140,Airbus A350-900,12,23,economy classic ,l,1,1
82,VN208,Vietnam Airlines,2706000.0,SGN,HAN,8,0,10,10,1,1,2024,1,1,2024,130,Boeing 787,12,23,economy classic ,l,1,1
83,VN244,Vietnam Airlines,2706000.0,SGN,HAN,9,0,11,20,1,1,2024,1,1,2024,140,Boeing 787,12,23,economy classic ,l,1,1
84,VN210,Vietnam Airlines,2706000.0,SGN,HAN,10,0,12,10,1,1,2024,1,1,2024,130,Boeing 787,12,23,economy classic ,l,1,1
85,VN246,Vietnam Airlines,2706000.0,SGN,HAN,11,0,13,15,1,1,2024,1,1,2024,135,Airbus A350-900,12,23,economy classic ,l,1,1
86,VN212,Vietnam Airlines,2706000.0,SGN,HAN,12,0,14,10,1,1,2024,1,1,2024,130,Boeing 787,12,23,economy classic ,l,1,1
87,VN248,Vietnam Airlines,2706000.0,SGN,HAN,13,0,15,10,1,1,2024,1,1,2024,130,Airbus A350-900,12,23,economy classic ,l,1,1
88,VN214,Vietnam Airlines,2706000.0,SGN,HAN,14,0,16,15,1,1,2024,1,1,2024,135,Boeing 787,12,23,economy classic ,l,1,1
89,VN216,Vietnam Airlines,2706000.0,SGN,HAN,16,0,18,10,1,1,2024,1,1,2024,130,Boeing 787,12,23,economy classic ,l,1,1
90,VN252,Vietnam Airlines,2706000.0,SGN,HAN,16,40,19,10,1,1,2024,1,1,2024,150,Boeing 787,12,23,economy classic ,l,1,1
91,VN254,Vietnam Airlines,2706000.0,SGN,HAN,17,0,19,10,1,1,2024,1,1,2024,130,Airbus A350-900,12,23,economy classic ,l,1,1
92,VN218,Vietnam Airlines,2706000.0,SGN,HAN,18,0,20,15,1,1,2024,1,1,2024,135,Boeing 787,12,23,economy classic ,l,1,1
93,VN258,Vietnam Airlines,2706000.0,SGN,HAN,19,0,21,15,1,1,2024,1,1,2024,135,Airbus A350-900,12,23,economy classic ,l,1,1
94,VN262,Vietnam Airlines,2706000.0,SGN,HAN,19,30,21,45,1,1,2024,1,1,2024,135,Boeing 787,12,23,economy classic ,l,1,1
95,VN220,Vietnam Airlines,2706000.0,SGN,HAN,20,0,22,15,1,1,2024,1,1,2024,135,Boeing 787,12,23,economy classic ,l,1,1
96,VN256,Vietnam Airlines,2706000.0,SGN,HAN,20,45,22,50,1,1,2024,1,1,2024,125,Airbus A350-900,12,23,economy classic ,l,1,1
97,VN260,Vietnam Airlines,2706000.0,SGN,HAN,21,0,23,20,1,1,2024,1,1,2024,140,Airbus A321,12,23,economy classic ,l,1,1
98,VN224,Vietnam Airlines,2706000.0,SGN,HAN,22,0,0,15,1,1,2024,2,1,2024,135,Airbus A321,12,23,economy classic ,l,1,1
99,VN270,Vietnam Airlines,2706000.0,SGN,HAN,23,0,1,20,1,1,2024,2,1,2024,140,Airbus A321,12,23,economy classic ,l,1,1
100,QH254,Bamboo Airways,2800000.0,SGN,HAN,14,20,16,30,1,1,2024,1,1,2024,130,Airbus A320-100/200,7,20,economyflex ,k,1,1
101,QH244,Bamboo Airways,2811000.0,SGN,HAN,18,35,20,45,1,1,2024,1,1,2024,130,Airbus A321,7,20,economysmart ,h,1,1
102,VN250,Vietnam Airlines,2922000.0,SGN,HAN,15,0,17,10,1,1,2024,1,1,2024,130,Boeing 787,12,23,economy classic ,k,1,1
103,QH244,Bamboo Airways,3102000.0,SGN,HAN,18,35,20,45,1,1,2024,1,1,2024,130,Airbus A321,7,20,economyflex ,h,1,1
104,VN204,Vietnam Airlines,3546000.0,SGN,HAN,5,0,7,20,1,1,2024,1,1,2024,140,Airbus A321,12,23,economy flex ,m,1,1
105,VN206,Vietnam Airlines,3546000.0,SGN,HAN,6,0,8,10,1,1,2024,1,1,2024,130,Boeing 787,12,23,economy flex ,m,1,1
106,VN6000,Vietnam Airlines,3546000.0,SGN,HAN,6,15,8,25,1,1,2024,1,1,2024,130,Airbus A320-100/200,7,23,economy flex ,m,1,1
107,VN240,Vietnam Airlines,3546000.0,SGN,HAN,7,0,9,20,1,1,2024,1,1,2024,140,Airbus A350-900,12,23,economy flex ,m,1,1
108,VN208,Vietnam Airlines,3546000.0,SGN,HAN,8,0,10,10,1,1,2024,1,1,2024,130,Boeing 787,12,23,economy flex ,m,1,1
109,VN244,Vietnam Airlines,3546000.0,SGN,HAN,9,0,11,20,1,1,2024,1,1,2024,140,Boeing 787,12,23,economy flex ,m,1,1
110,VN210,Vietnam Airlines,3546000.0,SGN,HAN,10,0,12,10,1,1,2024,1,1,2024,130,Boeing 787,12,23,economy flex ,m,1,1
111,VN246,Vietnam Airlines,3546000.0,SGN,HAN,11,0,13,15,1,1,2024,1,1,2024,135,Airbus A350-900,12,23,economy flex ,m,1,1
112,VN212,Vietnam Airlines,3546000.0,SGN,HAN,12,0,14,10,1,1,2024,1,1,2024,130,Boeing 787,12,23,economy flex ,m,1,1
113,VN248,Vietnam Airlines,3546000.0,SGN,HAN,13,0,15,10,1,1,2024,1,1,2024,130,Airbus A350-900,12,23,economy flex ,m,1,1
114,VN214,Vietnam Airlines,3546000.0,SGN,HAN,14,0,16,15,1,1,2024,1,1,2024,135,Boeing 787,12,23,economy flex ,m,1,1
115,VN250,Vietnam Airlines,3546000.0,SGN,HAN,15,0,17,10,1,1,2024,1,1,2024,130,Boeing 787,12,23,economy flex ,m,1,1
116,VN216,Vietnam Airlines,3546000.0,SGN,HAN,16,0,18,10,1,1,2024,1,1,2024,130,Boeing 787,12,23,economy flex ,m,1,1
117,VN252,Vietnam Airlines,3546000.0,SGN,HAN,16,40,19,10,1,1,2024,1,1,2024,150,Boeing 787,12,23,economy flex ,m,1,1
118,VN254,Vietnam Airlines,3546000.0,SGN,HAN,17,0,19,10,1,1,2024,1,1,2024,130,Airbus A350-900,12,23,economy flex ,m,1,1
119,VN218,Vietnam Airlines,3546000.0,SGN,HAN,18,0,20,15,1,1,2024,1,1,2024,135,Boeing 787,12,23,economy flex ,m,1,1
120,VN6040,Vietnam Airlines,3546000.0,SGN,HAN,18,45,21,0,1,1,2024,1,1,2024,135,Airbus A320-100/200,7,23,economy flex ,m,1,1
121,VN258,Vietnam Airlines,3546000.0,SGN,HAN,19,0,21,15,1,1,2024,1,1,2024,135,Airbus A350-900,12,23,economy flex ,m,1,1
122,VN262,Vietnam Airlines,3546000.0,SGN,HAN,19,30,21,45,1,1,2024,1,1,2024,135,Boeing 787,12,23,economy flex ,m,1,1
123,VN220,Vietnam Airlines,3546000.0,SGN,HAN,20,0,22,15,1,1,2024,1,1,2024,135,Boeing 787,12,23,economy flex ,m,1,1
124,VN256,Vietnam Airlines,3546000.0,SGN,HAN,20,45,22,50,1,1,2024,1,1,2024,125,Airbus A350-900,12,23,economy flex ,m,1,1
125,VN260,Vietnam Airlines,3546000.0,SGN,HAN,21,0,23,20,1,1,2024,1,1,2024,140,Airbus A321,12,23,economy flex ,m,1,1
126,VN6020,Vietnam Airlines,3546000.0,SGN,HAN,21,0,23,10,1,1,2024,1,1,2024,130,Airbus A320-100/200,7,23,economy flex ,m,1,1
127,VN224,Vietnam Airlines,3546000.0,SGN,HAN,22,0,0,15,1,1,2024,2,1,2024,135,Airbus A321,12,23,economy flex ,m,1,1
128,VN270,Vietnam Airlines,3546000.0,SGN,HAN,23,0,1,20,1,1,2024,2,1,2024,140,Airbus A321,12,23,economy flex ,m,1,1
129,VJ198,Vietjet Air,4605500.0,SGN,HAN,5,15,7,25,1,1,2024,1,1,2024,130,Airbus A320-100/200,10,30,economy ,v_sboss,1,1
130,VJ120,Vietjet Air,4605500.0,SGN,HAN,6,0,8,10,1,1,2024,1,1,2024,130,Airbus A320-100/200,10,30,economy ,v_sboss,1,1
131,VJ122,Vietjet Air,4605500.0,SGN,HAN,6,30,8,40,1,1,2024,1,1,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
132,VJ124,Vietjet Air,4605500.0,SGN,HAN,7,0,9,10,1,1,2024,1,1,2024,130,Airbus A330,10,30,economy ,v_sboss,1,1
133,VJ128,Vietjet Air,4605500.0,SGN,HAN,8,5,10,15,1,1,2024,1,1,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
134,VJ176,Vietjet Air,4605500.0,SGN,HAN,9,30,11,40,1,1,2024,1,1,2024,130,Airbus A320-100/200,10,30,economy ,v_sboss,1,1
135,VJ130,Vietjet Air,4605500.0,SGN,HAN,10,10,12,20,1,1,2024,1,1,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
136,VJ132,Vietjet Air,4605500.0,SGN,HAN,11,25,13,35,1,1,2024,1,1,2024,130,Airbus A320-100/200,10,30,economy ,v_sboss,1,1
137,VJ134,Vietjet Air,4605500.0,SGN,HAN,12,55,15,5,1,1,2024,1,1,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
138,VJ136,Vietjet Air,4605500.0,SGN,HAN,13,20,15,30,1,1,2024,1,1,2024,130,Airbus A330,10,30,economy ,v_sboss,1,1
139,VJ138,Vietjet Air,4605500.0,SGN,HAN,13,55,16,10,1,1,2024,1,1,2024,135,Airbus A321,10,30,economy ,v_sboss,1,1
140,VJ140,Vietjet Air,4605500.0,SGN,HAN,14,25,16,35,1,1,2024,1,1,2024,130,Airbus A320-100/200,10,30,economy ,v_sboss,1,1
141,VJ142,Vietjet Air,4605500.0,SGN,HAN,15,20,17,30,1,1,2024,1,1,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
142,VJ144,Vietjet Air,4605500.0,SGN,HAN,15,30,17,40,1,1,2024,1,1,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
143,VJ146,Vietjet Air,4605500.0,SGN,HAN,16,0,18,10,1,1,2024,1,1,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
144,VJ148,Vietjet Air,4605500.0,SGN,HAN,16,30,18,40,1,1,2024,1,1,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
145,VJ150,Vietjet Air,4605500.0,SGN,HAN,17,50,20,10,1,1,2024,1,1,2024,140,Airbus A321,10,30,economy ,v_sboss,1,1
146,VJ154,Vietjet Air,4605500.0,SGN,HAN,18,50,21,0,1,1,2024,1,1,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
147,VN270,Vietnam Airlines,1922000.0,SGN,HAN,23,0,1,20,2,1,2024,3,1,2024,140,Airbus A321,12,23,economy lite ,t,1,1
148,VJ198,Vietjet Air,1959500.0,SGN,HAN,5,15,7,25,2,1,2024,2,1,2024,130,Airbus A320-100/200,7,0,economy ,b1_eco,1,1
149,VJ120,Vietjet Air,1959500.0,SGN,HAN,6,0,8,10,2,1,2024,2,1,2024,130,Airbus A320-100/200,7,0,economy ,b1_eco,1,1
150,VJ122,Vietjet Air,1959500.0,SGN,HAN,6,30,8,40,2,1,2024,2,1,2024,130,Airbus A321,7,0,economy ,b1_eco,1,1
151,VJ124,Vietjet Air,1959500.0,SGN,HAN,7,0,9,10,2,1,2024,2,1,2024,130,Airbus A330,7,0,economy ,b1_eco,1,1
152,VJ176,Vietjet Air,1959500.0,SGN,HAN,9,30,11,40,2,1,2024,2,1,2024,130,Airbus A320-100/200,7,0,economy ,b1_eco,1,1
153,VJ130,Vietjet Air,1959500.0,SGN,HAN,10,10,12,20,2,1,2024,2,1,2024,130,Airbus A321,7,0,economy ,b1_eco,1,1
154,VJ132,Vietjet Air,1959500.0,SGN,HAN,11,25,13,35,2,1,2024,2,1,2024,130,Airbus A320-100/200,7,0,economy ,b1_eco,1,1
155,VJ134,Vietjet Air,1959500.0,SGN,HAN,12,55,15,5,2,1,2024,2,1,2024,130,Airbus A321,7,0,economy ,b1_eco,1,1
156,VJ136,Vietjet Air,1959500.0,SGN,HAN,13,20,15,30,2,1,2024,2,1,2024,130,Airbus A330,7,0,economy ,b1_eco,1,1
157,VJ138,Vietjet Air,1959500.0,SGN,HAN,13,55,16,10,2,1,2024,2,1,2024,135,Airbus A321,7,0,economy ,b1_eco,1,1
158,VJ140,Vietjet Air,1959500.0,SGN,HAN,14,25,16,35,2,1,2024,2,1,2024,130,Airbus A320-100/200,7,0,economy ,b1_eco,1,1
159,VJ142,Vietjet Air,1959500.0,SGN,HAN,15,20,17,30,2,1,2024,2,1,2024,130,Airbus A321,7,0,economy ,b1_eco,1,1
160,VJ144,Vietjet Air,1959500.0,SGN,HAN,15,30,17,40,2,1,2024,2,1,2024,130,Airbus A321,7,0,economy ,b1_eco,1,1
161,VJ146,Vietjet Air,1959500.0,SGN,HAN,16,0,18,10,2,1,2024,2,1,2024,130,Airbus A321,7,0,economy ,b1_eco,1,1
162,VJ148,Vietjet Air,1959500.0,SGN,HAN,16,30,18,40,2,1,2024,2,1,2024,130,Airbus A321,7,0,economy ,b1_eco,1,1
163,VJ150,Vietjet Air,1959500.0,SGN,HAN,17,50,20,10,2,1,2024,2,1,2024,140,Airbus A321,7,0,economy ,b1_eco,1,1
164,VJ154,Vietjet Air,1959500.0,SGN,HAN,18,50,21,0,2,1,2024,2,1,2024,130,Airbus A321,7,0,economy ,b1_eco,1,1
165,VJ156,Vietjet Air,1959500.0,SGN,HAN,19,40,21,50,2,1,2024,2,1,2024,130,Airbus A330,7,0,economy ,b1_eco,1,1
166,VJ158,Vietjet Air,1959500.0,SGN,HAN,21,0,23,10,2,1,2024,2,1,2024,130,Airbus A321,7,0,economy ,b1_eco,1,1
167,VJ160,Vietjet Air,1959500.0,SGN,HAN,21,40,23,50,2,1,2024,2,1,2024,130,Airbus A321,7,0,economy ,b1_eco,1,1
168,VJ162,Vietjet Air,1959500.0,SGN,HAN,22,50,1,0,2,1,2024,3,1,2024,130,Airbus A330,7,0,economy ,b1_eco,1,1
169,QH202,Bamboo Airways,1969000.0,SGN,HAN,5,55,8,5,2,1,2024,2,1,2024,130,Airbus A321,7,20,economysmart ,n,1,1
170,QH290,Bamboo Airways,1969000.0,SGN,HAN,23,20,1,35,2,1,2024,3,1,2024,135,Airbus A320-100/200,7,20,economysmart ,n,1,1
171,VU780,Vietravel Airlines,2076000.0,SGN,HAN,17,45,19,55,2,1,2024,2,1,2024,130,AIRBUS A321,7,0,economy ,o,1,1
172,VJ128,Vietjet Air,2111000.0,SGN,HAN,8,5,10,15,2,1,2024,2,1,2024,130,Airbus A321,7,0,economy ,h1_eco,1,1
173,VN206,Vietnam Airlines,2127000.0,SGN,HAN,6,0,8,10,2,1,2024,2,1,2024,130,Boeing 787,12,23,economy classic ,r,1,1
174,VN240,Vietnam Airlines,2127000.0,SGN,HAN,7,0,9,20,2,1,2024,2,1,2024,140,Airbus A350-900,12,23,economy classic ,r,1,1
175,VN224,Vietnam Airlines,2127000.0,SGN,HAN,22,0,0,15,2,1,2024,3,1,2024,135,Airbus A321,12,23,economy classic ,r,1,1
